sampling_rate,gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,path,mean_spectrogram,std_spectrogram,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_contrast_mean,spectral_contrast_std,spectral_flatness_mean,spectral_flatness_std,spectral_rolloff_mean,spectral_rolloff_std,mfcc_mean,mfcc_std,delta_mfcc_mean_1,delta_mfcc_mean_2,delta_mfcc_std_1,delta_mfcc_std_2,chroma_mean,chroma_std,freq_mean,freq_std,freq_skew,freq_kurtosis
22050,0,1111.2589,3999.2314,145.74281,0.0215924437193089,0.1021271188123881,0.0059617519037781,0.0805571212597874,1822.9274436836863,123.046875,-84.30408728079898,69,281,13,17.554285714285715,DSL_Winter_Project_2025/audios_development/11.wav,-51.507923,16.130882,2144.9362035368367,720.939248310223,21.571974611100046,12.030147170666863,0.019774765,0.044079117,3518.3784638475254,2790.240363589044,-1.1090602,35.420006,-0.00046041023,-0.00022835222,2.20241,1.3575734,0.38484636,0.33359325,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1331.6096,3998.814,145.37558,0.0156853915338826,0.1041882113399699,0.0047872529751417,0.1410549558998414,2297.9556488862286,117.45383523,-86.25695812062388,69,281,13,17.99546485260771,DSL_Winter_Project_2025/audios_development/12.wav,-48.284966,16.425356,1980.2690697634475,633.7830397522132,23.528025629376117,11.192436245927015,0.026716828,0.042867772,4041.459000891913,2347.652599373166,-3.9750004,33.35518,1.3088606e-05,0.00044491637,2.3972254,1.4324718,0.3654292,0.31372985,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1683.1677,3999.7866,145.37051,0.0220877248594145,0.1084095086763988,0.0053801783277857,0.1490093093230694,2183.1706987430566,117.45383523,-103.783291110789,69,281,26,17.925804988662133,DSL_Winter_Project_2025/audios_development/13.wav,-54.185,16.10918,1748.7100634591056,468.35899574708225,25.578133521146615,16.62079572485003,0.0036872842,0.00572438,3977.6541164543623,1875.2863770811275,-3.521396,33.917973,-0.00034615787,-0.00039849052,2.3188157,1.4143473,0.35863006,0.31782794,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1470.7318,3994.0364,147.56389,0.012966213118536,0.0649881783070026,0.0022564403469537,0.0765279134114583,2186.139029569056,92.28515625,-16.998422875407158,4,12,1,1.0933786848072562,DSL_Winter_Project_2025/audios_development/14.wav,-37.796707,13.170754,2361.705175550756,425.3295546197255,22.896061800411985,9.983253010679325,0.019102037,0.039487477,4318.528747558594,1768.1080240856265,-1.7074003,31.623953,0.0022037225,-0.0024802731,2.1055944,1.4702294,0.29388475,0.33236808,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,821.28864,3533.229,150.64523,0.0169530053587486,0.1078442836699352,0.0035887246637628,0.0433054956896551,1833.2825721573647,107.66601562,-60.09118121731378,0,0,1,0.6683446712018141,DSL_Winter_Project_2025/audios_development/15.wav,-44.458107,15.6131525,2363.370925616361,417.1777830790608,21.28388203336357,11.15001371889995,0.005088681,0.0036645508,4161.477134967672,1555.4681393780315,-1.264593,33.99053,-0.072465435,0.0017881123,2.162677,1.9290646,0.37761053,0.32858223,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1291.2698,3999.6443,145.42297,0.0355137462250735,0.1604323164553452,0.002757798909399,0.1185826878089689,1966.9968189375447,89.10290948,-108.80944045199342,69,281,1,31.997097505668933,DSL_Winter_Project_2025/audios_development/16.wav,-45.88951,16.501154,1808.3522558673667,443.69867989042297,23.056386082189707,16.555385651789475,0.006141267,0.03162925,3868.935691704184,1934.378361852035,-1.6299094,32.505177,7.896774e-10,-7.240112e-11,1.5955653,0.8601824,0.43367898,0.3036629,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1172.0302,3999.3564,145.37305,0.0216641298266336,0.1080397140119346,0.001804695959979,0.1394698483747357,2719.5969260070506,129.19921875,-120.02461662819242,69,281,10,15.232290249433106,DSL_Winter_Project_2025/audios_development/17.wav,-48.965332,15.154164,2570.996115295422,614.6981110755482,21.470117365120267,11.418925490570562,0.036746155,0.052920107,5359.855538946882,2575.2526335549805,-4.105725,36.83107,-0.0006106213,0.00041846817,2.183874,1.3552257,0.36414486,0.31623498,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1659.2017,3982.6162,146.94263,0.0175578737739974,0.2386370988316345,0.0001156301169289,0.1035991467927631,3576.4101086873447,80.74951172,-15.770098874000617,3,12,1,1.7635374149659864,DSL_Winter_Project_2025/audios_development/18.wav,-32.310528,10.518424,3269.6211672947074,268.39708234293767,21.349175975058806,10.761016347195177,0.030824369,0.019614829,7640.037135074013,855.9387280185224,-1.709941,37.99694,-0.0018209515,0.0007047433,1.5420495,0.99370676,0.43467677,0.28998595,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1695.0831,3999.4983,145.42874,0.0255015906609085,0.1634446095921183,0.0022345246714666,0.1262749565972222,2530.73608451984,129.19921875,-92.59384030392374,69,281,1,25.899092970521544,DSL_Winter_Project_2025/audios_development/19.wav,-44.021854,14.737244,2171.0599275607838,442.0043210245132,21.501910712553986,11.945666083642003,0.01594836,0.025446426,4649.618628717238,1831.7299680061753,-1.0552711,32.802223,0.00010566351,2.2952894e-05,2.4089844,1.3973444,0.43661416,0.3098807,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,680.2029,3241.5488,149.73259,0.0183878929125222,0.106508351976209,0.002761397005551,0.0510406494140625,1971.77378865396,151.99908088,-31.717309213316582,1,6,1,2.2141043083900227,DSL_Winter_Project_2025/audios_development/20.wav,-43.576572,14.4599695,2605.937555961837,434.57165969344777,23.653005352510625,10.374250001530246,0.006579705,0.010198752,4526.570892333984,1796.7519027860387,-1.767254,34.797665,0.01089155,1.043876e-05,2.1903694,1.3179452,0.24620591,0.32578072,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,889.95404,3952.5393,148.24489,0.0277029034378587,0.1443782538304926,0.001579887253596,0.0672957920792079,2673.59798730948,184.5703125,-125.1196419342648,5,22,1,2.275555555555556,DSL_Winter_Project_2025/audios_development/21.wav,-50.89722,14.114963,2846.3301246985347,702.4268217620746,21.07971458374197,11.335431750667675,0.012647205,0.012260562,5965.6566657642325,2696.839835826199,-1.360275,38.60062,0.00210689,-0.0013431335,2.1176877,1.332337,0.50239676,0.2984737,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1266.5797,3999.6902,145.56848,0.0291336815503729,0.1369158791302976,0.0032255066794727,0.209017974335344,3054.039061309191,99.38401442,-94.72334607897598,69,281,17,21.571337868480725,DSL_Winter_Project_2025/audios_development/22.wav,-45.917805,14.054107,2463.1511422192957,647.2179782574782,20.742915297692488,12.623057608967564,0.048591703,0.0682254,5393.2110579339815,2866.602660666236,-1.9585073,31.041428,-0.00017706557,-0.0006393162,2.2438307,1.2748344,0.4409043,0.3112562,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,623.7795,3214.8777,153.99821,0.0191478634481354,0.1065962534876625,0.0013666092186132,0.0609600360576923,2049.3515833619945,107.66601562,-21.72206334262426,5,17,1,1.8078004535147392,DSL_Winter_Project_2025/audios_development/23.wav,-45.244717,13.500362,2523.430911281808,557.6563680949831,21.68040633081609,10.304406207361765,0.009456952,0.016644668,4481.390850360577,2148.5417638840895,-1.330105,36.468956,0.010413407,-0.006893562,2.1130552,1.3412948,0.3585927,0.3592123,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1244.1748,3997.6992,145.3853,0.0175905687068452,0.1080013608643294,0.0022870562980405,0.2124203541239754,3642.680779689784,99.38401442,-107.35153584403125,69,281,16,19.504761904761903,DSL_Winter_Project_2025/audios_development/24.wav,-44.767284,14.460653,2752.1228507657174,582.5562847957409,20.801433527945704,11.910657783018163,0.04338851,0.058670543,6609.281346055328,2638.630318163319,-2.0373495,34.192627,6.992966e-05,-1.9634024e-05,2.7182226,1.6819783,0.40827355,0.32226238,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,901.53925,3842.8015,149.93842,0.0157963092593726,0.0747284937708542,0.0015750182745555,0.0551994077620967,1982.2232828140827,107.66601562,-37.0314543448426,4,14,1,1.438185941043084,DSL_Winter_Project_2025/audios_development/25.wav,-45.587162,16.239754,2321.886513273152,955.2961476330814,23.790443048399485,10.329214951145874,0.0034868303,0.0059705074,4377.144499747984,2765.8843546756348,-1.4935846,39.85462,-0.011549662,-0.0037905606,2.7295814,1.5744938,0.3169459,0.35173318,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,551.2935,1814.0834,160.97568,0.0147354626370803,0.0635305515628821,0.0022605544083553,0.0388240370639534,1622.939836407057,103.359375,-1.2948571637602604,3,12,1,0.9979591836734694,DSL_Winter_Project_2025/audios_development/26.wav,-41.245934,15.192894,2235.5126907652443,436.7509581546893,24.295325662541703,9.554955506409183,0.0025266393,0.0030889797,3582.7744594840115,1515.6833176268906,-1.7678337,35.91997,0.007690671,0.002438476,2.0568159,1.6656228,0.2221978,0.32160407,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1159.0879,3997.261,146.01286,0.025574263127142,0.1040421689896687,0.0077830002897171,0.0937753520898234,1853.9685010452329,99.38401442,-87.46737852852345,69,281,17,19.24934240362812,DSL_Winter_Project_2025/audios_development/27.wav,-51.553413,16.304811,1986.113976063842,707.6477354955831,21.75639692978877,11.355900085184452,0.024956763,0.0617115,3620.2390296436915,2433.8267584644645,-1.148016,33.399696,-0.004758615,-9.353515e-05,2.1570792,1.2745745,0.34985435,0.3364589,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,642.40686,2703.9536,149.37923,0.0122461749877193,0.0844836540309647,0.0034162271460446,0.0352185837765957,1374.507313520434,123.046875,4.5289906539438665,1,5,1,1.07718820861678,DSL_Winter_Project_2025/audios_development/28.wav,-40.22721,16.01881,1915.0959917267865,414.46226049275543,22.91043863512541,10.697601718300179,0.0021078181,0.003663858,2868.268471575798,1372.3100412344668,-1.5064014,32.992058,-0.011388875,-0.024956759,2.1219666,1.567927,0.26797578,0.31497136,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1529.0837,3999.5688,146.05385,0.0216218910110953,0.1077750385110085,0.0062164539990313,0.155198029333242,2555.8368051487773,107.66601562,-87.65467627130246,69,281,14,17.182766439909297,DSL_Winter_Project_2025/audios_development/29.wav,-52.183537,19.08126,1959.1474537488032,474.0931890116112,22.835604403652063,16.424436234819275,0.0040377053,0.010685242,4662.622444679286,1918.178941120478,-1.514482,36.083374,0.0018380415,0.0001235399,2.843803,1.630649,0.43630874,0.3105549,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,676.628,1918.3217,149.79283,0.0155791281788837,0.1070284722558999,0.0032590866936093,0.0302419354838709,1295.5224028246787,75.99954044,-46.040137267133865,0,0,1,1.4293877551020409,DSL_Winter_Project_2025/audios_development/30.wav,-44.69945,16.247494,2027.3184101930742,421.8512842904438,22.26418681040346,10.95673332437255,0.0032446329,0.007560313,2570.6129504788305,1417.2664982261729,-1.3239961,36.404694,-0.02589123,0.016550682,2.222761,1.4501705,0.3490461,0.32320392,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1429.8867,3998.7551,145.5064,0.0201612603183502,0.1264184783690263,0.0063447500097419,0.1574752732450739,2206.9919194071167,95.703125,-80.9974490241254,69,281,13,20.34068027210884,DSL_Winter_Project_2025/audios_development/31.wav,-48.233795,17.23749,1671.649359633051,561.8792162769712,25.594233933764528,15.588360302889628,0.009038785,0.052336313,3915.489459859914,2067.1437003703895,-3.6896484,31.32302,0.0018955241,-0.0004988519,2.0337567,1.1148641,0.35615924,0.32274956,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,717.9935,2949.6436,149.35197,0.012843319468688,0.0849416893992316,0.0015716361359483,0.0770201602224576,2310.126001467253,151.99908088,-55.74258338565362,7,21,1,2.7068480725623583,DSL_Winter_Project_2025/audios_development/32.wav,-43.798565,14.394145,2659.105312554598,583.2370478873238,22.270674134577828,10.54156178719068,0.012789642,0.020987833,5116.599286612818,2401.9610899273657,-1.7334057,36.61152,0.0012851257,0.001653956,2.1294777,1.198749,0.39139897,0.3260855,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,873.3374,3786.4834,148.02092,0.0120946567904151,0.0850968057112766,0.0017037776848265,0.0518962803171641,1955.4385057884613,117.45383523,-19.329546096514825,0,0,1,1.543356009070295,DSL_Winter_Project_2025/audios_development/33.wav,-36.05804,14.241022,2389.7892646672894,371.73692616629637,23.399843709496185,10.64744732731513,0.007549954,0.007847396,4356.777635261194,1334.020864717114,-1.5430133,31.872755,-0.016496727,-0.004979837,2.2120771,1.505809,0.32180458,0.31406838,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1294.9783,3998.2922,156.45819,0.011590499297033,0.0713618287943068,0.0018631369750237,0.100494384765625,2439.2222819513545,99.38401442,-16.651219574451357,5,21,1,1.4756009070294784,DSL_Winter_Project_2025/audios_development/34.wav,-40.32864,15.476157,2337.1593935634182,633.3374329677497,23.59726744491803,10.303690354799064,0.014805581,0.027347393,4665.9759521484375,2406.7520318651377,-1.4822994,35.026302,-0.012268969,-0.001604819,2.4898007,1.364833,0.3100891,0.33356228,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,537.18616,1580.1475,151.631,0.0199309529543649,0.0888440035586974,0.0077124531923375,0.0378974780701754,1344.3127079841497,135.99917763,-29.74385607331001,1,5,1,1.3141043083900226,DSL_Winter_Project_2025/audios_development/35.wav,-42.15077,16.484076,1912.3242160319057,502.3097060005797,21.927737743110026,10.472770633407757,0.0028053934,0.0047033653,2953.4488075657896,1449.2380331115596,-1.6003022,32.02919,0.0074189994,-0.014451311,2.0763667,1.9304576,0.31733355,0.30767897,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1465.3381,3999.7085,145.6018,0.0181220359032769,0.0833658606681246,0.0087407887044107,0.1701775954174901,2733.855837776322,135.99917763,-64.58280666919286,69,281,9,20.271020408163267,DSL_Winter_Project_2025/audios_development/36.wav,-46.993,16.69759,2097.4674352974735,590.7354637708409,23.76096972791732,12.15343533132576,0.025589127,0.04396453,4647.703582401803,2642.9881560346776,-3.6864734,31.00313,-0.00015954423,-0.00011296836,2.692697,1.6190572,0.33562377,0.3243947,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1469.1598,3999.4414,145.35683,0.0246786524436208,0.1337668061579766,0.0066824309550528,0.0952115277483022,1487.9457732096048,86.1328125,-86.34658135764694,69,281,22,21.08371882086168,DSL_Winter_Project_2025/audios_development/37.wav,-56.360664,16.717207,1464.9917869794515,509.15883257311066,25.008852866593454,14.633621166942735,0.0041262144,0.00954064,2831.7898658014115,1804.9349729807632,-3.8440025,35.255165,-0.00022025706,-0.0005208734,1.9247981,1.1037048,0.33737463,0.3262821,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,827.11163,3959.2292,145.53137,0.0250907597007335,0.0950464226846198,0.0072851445499024,0.0712242464048672,3148.8414099179327,123.046875,-121.19153751396216,6,19,3,2.8328344671201817,DSL_Winter_Project_2025/audios_development/38.wav,-51.42145,13.65471,2854.0372905814525,709.2100267252529,20.366692847313683,11.2355672753574,0.040461194,0.03918206,6461.151933248064,2761.240985801591,-1.3978713,33.156715,-0.0012274366,-0.000816992,1.9978029,1.0434147,0.552827,0.28543797,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,866.99603,3994.2205,145.37776,0.0306536246395995,0.1432700978619212,0.005617938686824,0.1191767358319935,2225.665530936196,107.66601562,-101.47735751809483,69,281,18,21.501678004535147,DSL_Winter_Project_2025/audios_development/39.wav,-53.740765,15.498084,2348.406776846087,677.7555059202934,20.527507476371436,10.951888213967566,0.023171723,0.041471347,4276.0544755451165,2866.773813277669,-1.7370701,34.83031,-2.0319361e-05,-0.00031727526,1.8352844,1.025508,0.42862204,0.3152112,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,922.522,3995.0735,147.11705,0.0153632988204328,0.1112667223979524,0.0069496282143888,0.05490234375,1753.9710322161925,69.83741554,-30.893820678039667,3,13,1,1.1410430839002268,DSL_Winter_Project_2025/audios_development/40.wav,-47.871468,14.303085,2420.683336680394,524.3306959447857,21.60068372357241,11.071224402199356,0.008943079,0.021175187,3837.86279296875,2285.8265552676903,-0.77863985,31.514738,-0.027532691,0.0131556,1.9783353,1.3012607,0.40548038,0.3493568,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1108.5945,3999.5405,145.40561,0.0219741667213596,0.1316360712547956,0.0069654074290627,0.112604096179872,1843.3324243025704,92.28515625,-83.6157344346284,69,281,1,23.57963718820862,DSL_Winter_Project_2025/audios_development/41.wav,-48.62841,15.601327,1759.7637858417318,503.85558399879636,24.175543055407193,15.988539674932742,0.0013781746,0.0017087696,3608.687201071912,1866.0630602843212,-1.5000058,29.498867,0.00024259072,0.00026858345,1.6038755,0.92537856,0.3596815,0.3254389,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1482.1693,3999.622,146.29286,0.0186222215524212,0.0915294698817119,0.0066681515004563,0.1297378136367394,2068.5819011407875,135.99917763,-110.7773594280926,69,281,34,23.21995464852608,DSL_Winter_Project_2025/audios_development/42.wav,-56.9615,17.443394,1754.6127563389664,549.2747319727308,25.787296504218205,15.49003774417124,0.007292351,0.016691815,3781.733194986979,2087.1389813884807,-4.1090393,38.23778,2.15239e-10,-4.0367168e-10,2.424483,1.3217599,0.38510424,0.3297351,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1570.5552,3999.7097,145.45085,0.0222597129642926,0.0977798346797887,0.0023564663626717,0.0977280089029146,2186.066313101848,112.34714674,-116.37433760090572,69,281,26,21.91963718820862,DSL_Winter_Project_2025/audios_development/43.wav,-53.159817,16.246803,2193.145337931586,733.6055176555788,21.219500570252574,11.857696551732076,0.022295846,0.041609235,4293.885119207974,2546.6730079065646,-1.2590116,38.26274,0.00063898624,-0.0012598644,2.536612,1.4401665,0.4606516,0.33461726,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1300.9368,3999.4468,145.35878,0.0185253142487019,0.1304273220837795,0.0031074021517018,0.0939887452520718,2155.912315078356,135.99917763,-121.99201458870192,69,281,7,41.47083900226757,DSL_Winter_Project_2025/audios_development/44.wav,-50.801918,14.613593,2198.11977950855,559.812243348054,22.329091983420604,12.166795535826857,0.014429042,0.025851028,4303.018050220131,2020.4719119997442,-2.568071,34.935867,-3.8684266e-05,-2.292816e-05,2.1706202,1.2175003,0.37051275,0.3283382,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1555.2375,3999.0974,145.80014,0.0329024504273131,0.1422172567139559,0.0052152379180441,0.0875093555200131,2009.240903669036,112.34714674,-108.33672788890614,69,281,1,34.43519274376417,DSL_Winter_Project_2025/audios_development/45.wav,-50.242905,16.372265,2127.4060790970243,546.7548393836018,21.715342700376244,12.379034874432659,0.021474173,0.062441368,3788.4025513656497,2408.7583172973546,-1.1988792,34.56998,3.027165e-10,-6.9616973e-10,2.3519115,1.317582,0.43338406,0.3145102,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,1730.9727,3998.5432,145.64188,0.0264061178986856,0.0988379156142846,0.0034122185932495,0.1840879980269857,2770.943705610836,129.19921875,-88.89787956488168,69,281,7,17.856145124716555,DSL_Winter_Project_2025/audios_development/46.wav,-49.102036,19.683716,2109.3688978483488,691.9755494363598,21.273721230613617,12.280218668692875,0.04846597,0.08732453,4757.390648867108,2858.84209953793,-3.1303728,38.22852,-0.0031134742,0.0016553346,2.9928625,1.6750703,0.4301279,0.3065712,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,0,383.89377,3888.1892,146.68643,0.0177710687759235,0.0786452561978883,0.0017924607090459,0.0616420852803738,2018.182473214849,184.5703125,-44.22468072034235,5,21,1,2.443673469387756,DSL_Winter_Project_2025/audios_development/47.wav,-46.484238,14.576081,2537.836086796045,634.5233746838911,20.595589465707445,11.076803438994922,0.008704701,0.014675975,4553.064991603388,2605.51480356473,-1.5121654,37.734066,0.012086472,-0.012409208,1.9179415,1.2778424,0.44414276,0.29891205,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1420.0975,3998.095,145.77345,0.0234646494175225,0.0907260611821506,0.0120136295080274,0.1018932191285793,2033.0548729036257,135.99917763,-93.3293517416053,69,281,20,15.882448979591835,DSL_Winter_Project_2025/audios_development/48.wav,-52.860466,16.829659,2101.922752116578,738.8162451500345,21.358433561342576,10.725929528903476,0.025548385,0.049917314,3969.6625965807407,2507.0852834510965,-1.9943461,33.790703,-0.0006570272,0.0011355998,2.392374,1.4541618,0.37546897,0.32571867,5512.5,3185.749892940608,0.0,-1.2000022843567248
22050,1,1695.9535,3999.4758,145.8759,0.016658203359868,0.0724665641063269,0.0050660220397011,0.1744700228230337,2630.561099416688,107.66601562,-101.49382055227656,69,281,24,19.272562358276648,DSL_Winter_Project_2025/audios_development/49.wav,-50.76635,17.312967,2108.4561282550253,564.9961510859515,23.60824965400246,12.03492915693877,0.032603435,0.048528284,4588.82034816099,2360.627456941425,-4.422928,37.06285,7.450766e-05,0.00018289441,2.6930566,1.5829276,0.32761508,0.32224816,5512.5,3185.749892940608,0.0,-1.2000022843567248
